epoch num,accuracy
0.0,0.6532846715328468
1.0,0.6532846715328468
2.0,0.6532846715328468
3.0,0.6532846715328468
4.0,0.6605839416058394
5.0,0.7299270072992701
6.0,0.7664233576642335
7.0,0.7846715328467153
8.0,0.7883211678832117
9.0,0.7883211678832117
10.0,0.791970802919708
11.0,0.7956204379562044
12.0,0.7956204379562044
13.0,0.7883211678832117
14.0,0.7956204379562044
15.0,0.791970802919708
16.0,0.791970802919708
17.0,0.7956204379562044
18.0,0.7992700729927007
19.0,0.7956204379562044
20.0,0.7992700729927007
21.0,0.8029197080291971
22.0,0.8065693430656934
23.0,0.8065693430656934
24.0,0.8065693430656934
25.0,0.8102189781021898
26.0,0.8102189781021898
27.0,0.8102189781021898
28.0,0.8138686131386861
29.0,0.8102189781021898
30.0,0.8102189781021898
31.0,0.8065693430656934
32.0,0.8175182481751825
33.0,0.8211678832116789
34.0,0.8321167883211679
35.0,0.8321167883211679
36.0,0.8357664233576643
37.0,0.8357664233576643
38.0,0.8394160583941606
39.0,0.843065693430657
40.0,0.8467153284671532
41.0,0.8467153284671532
42.0,0.8467153284671532
43.0,0.8540145985401459
44.0,0.8503649635036497
45.0,0.8576642335766423
46.0,0.864963503649635
47.0,0.8686131386861314
48.0,0.8686131386861314
49.0,0.8686131386861314
50.0,0.8686131386861314
51.0,0.864963503649635
52.0,0.8686131386861314
53.0,0.864963503649635
54.0,0.864963503649635
55.0,0.8686131386861314
56.0,0.8686131386861314
57.0,0.8686131386861314
58.0,0.8722627737226277
59.0,0.8722627737226277
60.0,0.8722627737226277
61.0,0.8759124087591241
62.0,0.8722627737226277
63.0,0.8759124087591241
64.0,0.8759124087591241
65.0,0.8759124087591241
66.0,0.8759124087591241
67.0,0.8722627737226277
68.0,0.8722627737226277
69.0,0.8722627737226277
70.0,0.8722627737226277
71.0,0.8795620437956204
72.0,0.8868613138686131
73.0,0.8905109489051095
74.0,0.9014598540145985
75.0,0.9014598540145985
76.0,0.9014598540145985
77.0,0.9014598540145985
78.0,0.9051094890510949
79.0,0.9124087591240876
80.0,0.916058394160584
81.0,0.916058394160584
82.0,0.916058394160584
83.0,0.916058394160584
84.0,0.916058394160584
85.0,0.916058394160584
86.0,0.916058394160584
87.0,0.916058394160584
88.0,0.916058394160584
89.0,0.916058394160584
90.0,0.916058394160584
91.0,0.916058394160584
92.0,0.916058394160584
93.0,0.9197080291970803
94.0,0.9233576642335767
95.0,0.927007299270073
96.0,0.927007299270073
97.0,0.927007299270073
98.0,0.927007299270073
99.0,0.927007299270073
100.0,0.927007299270073
101.0,0.927007299270073
102.0,0.927007299270073
103.0,0.9306569343065694
104.0,0.9306569343065694
105.0,0.9306569343065694
106.0,0.9343065693430657
107.0,0.9343065693430657
108.0,0.9306569343065694
109.0,0.9306569343065694
110.0,0.9306569343065694
111.0,0.9306569343065694
112.0,0.9306569343065694
113.0,0.927007299270073
114.0,0.9087591240875912
115.0,0.9197080291970803
116.0,0.9233576642335767
117.0,0.9197080291970803
118.0,0.9233576642335767
119.0,0.9306569343065694
120.0,0.927007299270073
121.0,0.927007299270073
122.0,0.9343065693430657
123.0,0.9343065693430657
124.0,0.927007299270073
125.0,0.9306569343065694
126.0,0.9306569343065694
127.0,0.9233576642335767
128.0,0.927007299270073
129.0,0.916058394160584
130.0,0.9306569343065694
131.0,0.9233576642335767
132.0,0.9197080291970803
133.0,0.9087591240875912
134.0,0.8978102189781022
135.0,0.9306569343065694
136.0,0.9416058394160584
137.0,0.9416058394160584
138.0,0.9416058394160584
139.0,0.9416058394160584
140.0,0.9416058394160584
141.0,0.9452554744525548
142.0,0.9379562043795621
143.0,0.9452554744525548
144.0,0.9452554744525548
145.0,0.9452554744525548
146.0,0.948905109489051
147.0,0.948905109489051
148.0,0.948905109489051
149.0,0.948905109489051
150.0,0.948905109489051
151.0,0.948905109489051
152.0,0.948905109489051
153.0,0.948905109489051
154.0,0.948905109489051
155.0,0.948905109489051
156.0,0.948905109489051
157.0,0.948905109489051
158.0,0.948905109489051
159.0,0.948905109489051
160.0,0.948905109489051
161.0,0.948905109489051
162.0,0.948905109489051
163.0,0.948905109489051
164.0,0.948905109489051
165.0,0.948905109489051
166.0,0.948905109489051
167.0,0.948905109489051
168.0,0.948905109489051
169.0,0.948905109489051
170.0,0.948905109489051
171.0,0.948905109489051
172.0,0.948905109489051
173.0,0.948905109489051
174.0,0.948905109489051
175.0,0.948905109489051
176.0,0.948905109489051
177.0,0.948905109489051
178.0,0.948905109489051
179.0,0.948905109489051
180.0,0.948905109489051
181.0,0.9452554744525548
182.0,0.9452554744525548
183.0,0.9525547445255474
184.0,0.916058394160584
185.0,0.9197080291970803
186.0,0.916058394160584
187.0,0.9343065693430657
188.0,0.8978102189781022
189.0,0.9416058394160584
190.0,0.9416058394160584
191.0,0.9306569343065694
192.0,0.9343065693430657
193.0,0.9233576642335767
194.0,0.916058394160584
195.0,0.9416058394160584
196.0,0.9416058394160584
197.0,0.9452554744525548
198.0,0.9233576642335767
199.0,0.9379562043795621
200.0,0.9416058394160584
201.0,0.948905109489051
202.0,0.9452554744525548
203.0,0.948905109489051
204.0,0.948905109489051
205.0,0.9525547445255474
206.0,0.9525547445255474
207.0,0.9525547445255474
208.0,0.9525547445255474
209.0,0.9525547445255474
210.0,0.9525547445255474
211.0,0.9525547445255474
